post_id,platform,content_type,topic,language,region,post_datetime,hashtags,views,likes,comments,shares,engagement_rate,sentiment_score,is_viral,text,predicted_sentiment,engagement_level,likes_per_view,comments_per_view,shares_per_view
SM_100589,YouTube Shorts,text,Politics,ur,Pakistan,2024-06-01 00:00:00,#news #trending,6446790,460485,12490,69185,0.0841,-0.668,1,This is a amazing and exciting Politics post on YouTube Shorts in text format,Positive,high,0.07142856034886194,0.0019373980015793904,0.010731695815794246
SM_100590,Instagram,video,Entertainment,ur,Brazil,2024-02-14 00:00:00,#music #trending,1169798,83557,14362,68674,0.1424,-0.075,0,This is a amazing and exciting Entertainment post on Instagram in video format,Positive,high,0.07142851036802049,0.01227732285631976,0.058705811853147424
SM_100591,YouTube Shorts,video,Politics,fr,Brazil,2024-11-18 00:00:00,#ai #tech,1058321,96211,12727,12925,0.1151,0.091,0,This is a amazing and exciting Politics post on YouTube Shorts in video format,Positive,high,0.09090900500981743,0.012025640589537022,0.012212729207178911
SM_100592,YouTube Shorts,text,Education,hi,Pakistan,2024-05-07 00:00:00,#tech #fyp #news #ai #music,1038394,74171,24492,30652,0.1245,0.956,0,This is a amazing and exciting Education post on YouTube Shorts in text format,Positive,high,0.07142850264109515,0.02358640016564024,0.02951863211976175
SM_100593,YouTube Shorts,carousel,Entertainment,en,Brazil,2024-01-31 00:00:00,#fyp #ai #viral #tech #music,2098866,190806,34627,10801,0.1126,0.744,1,This is a amazing and exciting Entertainment post on YouTube Shorts in carousel format,Positive,high,0.090909047595679,0.016497948655155376,0.005146109782087193
SM_100594,YouTube Shorts,carousel,Technology,ur,Pakistan,2024-04-22 00:00:00,#fyp #ai #trending,4945848,206077,9288,30574,0.0497,0.039,1,This is a amazing and exciting Technology post on YouTube Shorts in carousel format,Positive,high,0.04166665824209352,0.0018779384489902543,0.00618174958434841
SM_100595,Instagram,text,Entertainment,ur,US,2024-02-10 00:00:00,#music #ai,3861313,203227,10988,96469,0.0805,0.759,1,This is a amazing and exciting Entertainment post on Instagram in text format,Positive,high,0.05263156531688436,0.002845663419240186,0.024983464178256417
SM_100596,X,image,Politics,en,India,2024-05-30 00:00:00,#music #ai #news #fyp #tech,5307315,408255,786,56701,0.0878,0.12,1,This is a amazing and exciting Politics post on X in image format,Positive,high,0.07692306242929571,0.0001480974564167651,0.010683554549983456
SM_100597,YouTube Shorts,text,Politics,en,UK,2024-07-29 00:00:00,#trending #music #funny #news #fyp,4791724,171133,29123,81817,0.0589,-0.072,1,This is a amazing and exciting Politics post on YouTube Shorts in text format,Positive,high,0.035714278260960304,0.006077769488023624,0.017074644308677982
SM_100598,YouTube Shorts,text,Lifestyle,en,Brazil,2024-03-13 00:00:00,#news #viral #tech #ai #music,2437722,174123,25648,23649,0.0917,-0.004,1,This is a amazing and exciting Lifestyle post on YouTube Shorts in text format,Positive,high,0.07142854212722283,0.010521293846757814,0.00970126630466218
SM_100599,X,text,Sports,en,Pakistan,2024-04-05 00:00:00,#funny #viral,619237,21353,48568,26391,0.1555,-0.205,0,This is a amazing and exciting Sports post on X in text format,Positive,high,0.034482702934897407,0.07843187918054124,0.0426185085540616
SM_100600,YouTube Shorts,carousel,Education,en,UK,2024-12-29 00:00:00,#music #trending,2390850,103950,32663,6853,0.06,-0.609,1,This is a amazing and exciting Education post on YouTube Shorts in carousel format,Positive,high,0.04347824268429944,0.013661662730132492,0.0028663434065945557
SM_100601,Instagram,image,Technology,en,India,2024-01-30 00:00:00,#ai #news #fyp,4344483,334191,49164,51708,0.1001,0.155,1,This is a amazing and exciting Technology post on Instagram in image format,Positive,high,0.07692305921715904,0.011316418704729951,0.011901988820766747
SM_100602,YouTube Shorts,text,Education,es,UK,2024-09-28 00:00:00,#music #news #tech,3403608,261816,7244,6711,0.081,-0.208,1,This is a amazing and exciting Education post on YouTube Shorts in text format,Positive,high,0.07692305432263224,0.002128329076577245,0.0019717305953768486
SM_100603,Instagram,video,Education,fr,US,2024-03-02 00:00:00,#news #ai #trending,4821410,219155,2290,37992,0.0538,-0.684,1,This is a amazing and exciting Education post on Instagram in video format,Positive,high,0.045454536026901665,0.0004749646939454031,0.007879850939901203
SM_100604,Instagram,carousel,Entertainment,ur,UK,2024-04-04 00:00:00,#tech #funny #trending #ai #viral,2534730,422455,19914,77068,0.2049,-0.366,1,This is a amazing and exciting Entertainment post on Instagram in carousel format,Positive,high,0.16666660091346971,0.007856454984769588,0.03040480429678731
SM_100605,Instagram,carousel,Sports,es,UK,2024-01-19 00:00:00,#tech #music,145860,6630,11121,65795,0.5728,-0.662,0,This is a average and okay Sports post on Instagram in carousel format,Positive,medium,0.045454233825354275,0.0762438211722119,0.45108013793954516
SM_100606,X,image,Entertainment,ur,Pakistan,2024-05-04 00:00:00,#funny #fyp #trending,10798515,399945,43941,85121,0.049,-0.632,1,This is a amazing and exciting Entertainment post on X in image format,Positive,high,0.03703703360721047,0.004069170245244809,0.007882657209564721
SM_100607,X,carousel,Technology,en,US,2024-02-04 00:00:00,#tech #fyp #viral #music,4434360,295624,46976,17072,0.0811,-0.374,1,This is a amazing and exciting Technology post on X in carousel format,Positive,high,0.06666665163255765,0.010593634573278991,0.003849934635452549
SM_100608,X,carousel,Lifestyle,es,Brazil,2024-11-30 00:00:00,#fyp #music #news,1040026,40001,11210,55662,0.1028,0.714,0,This is a amazing and exciting Lifestyle post on X in carousel format,Positive,high,0.03846150148025003,0.01077856632568193,0.053519764390732166
SM_100609,X,carousel,Lifestyle,fr,India,2024-05-02 00:00:00,#news #ai #funny,6592940,387820,15154,54401,0.0694,0.968,1,This is a amazing and exciting Lifestyle post on X in carousel format,Positive,high,0.05882352048956604,0.0022985189765841983,0.008251401006015372
SM_100610,Instagram,video,Entertainment,es,Pakistan,2024-04-24 00:00:00,#viral #trending #music #fyp #funny,2520000,315000,49826,56482,0.1672,0.994,1,This is a amazing and exciting Entertainment post on Instagram in video format,Positive,high,0.12499995039684508,0.019772214376105407,0.02241348316925271
SM_100611,X,carousel,Lifestyle,en,Brazil,2024-02-22 00:00:00,#funny #viral #tech,1784133,198237,26175,8439,0.1305,0.12,0,This is a amazing and exciting Lifestyle post on X in carousel format,Positive,high,0.11111104883377594,0.01467098323332216,0.004730025883706045
SM_100612,TikTok,carousel,Lifestyle,en,UK,2024-05-07 00:00:00,#fyp #funny #news #trending,1440408,240068,26824,92052,0.2492,-0.58,0,This is a amazing and exciting Lifestyle post on TikTok in carousel format,Positive,high,0.16666655095879018,0.018622488473759885,0.0639068486797847
SM_100613,X,carousel,Lifestyle,fr,UK,2024-06-12 00:00:00,#news #ai #funny #music #fyp,2858440,219880,32999,15037,0.0937,0.638,1,This is a amazing and exciting Lifestyle post on X in carousel format,Positive,high,0.07692305001222695,0.011544404799679265,0.005260559864625507
SM_100614,X,video,Technology,en,UK,2024-11-08 00:00:00,#news #funny #trending,1532240,95765,650,30931,0.0831,0.976,0,This is a amazing and exciting Technology post on X in video format,Positive,high,0.062499959210072044,0.00042421525073405556,0.020186772185315494
SM_100615,X,carousel,Sports,en,UK,2024-08-28 00:00:00,#news #music #trending,2842593,218661,46448,26476,0.1026,-0.284,1,This is a amazing and exciting Sports post on X in carousel format,Positive,high,0.07692304986220333,0.016340004939150648,0.009314027961784202
SM_100616,TikTok,text,Entertainment,fr,UK,2024-03-10 00:00:00,#tech #trending #viral #news #funny,4936784,308549,46042,9347,0.0737,-0.33,1,This is a amazing and exciting Entertainment post on TikTok in text format,Positive,high,0.06249998733993885,0.009326312569820238,0.0018933374655772937
SM_100617,X,image,Education,ur,Pakistan,2024-04-21 00:00:00,#news #fyp #tech #funny,6682284,238653,4084,36117,0.0417,-0.826,1,This is a amazing and exciting Education post on X in image format,Positive,high,0.03571428036966397,0.0006111681857328743,0.005404887699342366
SM_100618,Instagram,image,Education,en,UK,2024-06-06 00:00:00,#trending #fyp #ai #viral #funny,8589408,357892,25561,59043,0.0515,0.811,1,This is a amazing and exciting Education post on Instagram in image format,Positive,high,0.04166666181573144,0.002975874125914833,0.006873930441547259
SM_100619,TikTok,text,Lifestyle,ur,Brazil,2024-03-29 00:00:00,#news #trending,3047370,203158,13235,29010,0.0805,0.302,1,This is a amazing and exciting Lifestyle post on TikTok in text format,Positive,high,0.0666666447898861,0.0043430878616354885,0.009519681062791501
SM_100620,X,carousel,Politics,hi,Pakistan,2024-08-14 00:00:00,#fyp #funny #ai,7123599,339219,41860,81558,0.0649,0.683,1,This is a amazing and exciting Politics post on X in carousel format,Positive,high,0.04761904093435903,0.005876242349373912,0.011448986467516424
SM_100621,TikTok,image,Technology,en,Pakistan,2024-07-11 00:00:00,#ai #news #tech #trending,2879618,411374,11106,40719,0.1609,-0.938,1,This is a amazing and exciting Technology post on TikTok in image format,Positive,high,0.1428570932474053,0.003856760217237072,0.014140412325380545
SM_100622,YouTube Shorts,video,Lifestyle,ur,US,2024-05-08 00:00:00,#funny #news,1110816,158688,22438,1090,0.164,0.373,0,This is a amazing and exciting Lifestyle post on YouTube Shorts in video format,Positive,high,0.1428570142516724,0.020199546820043265,0.0009812597394530333
SM_100623,YouTube Shorts,video,Technology,fr,Pakistan,2024-11-02 00:00:00,#tech #funny #news #trending #viral,3411187,262399,1963,76230,0.0998,0.311,1,This is a amazing and exciting Technology post on YouTube Shorts in video format,Positive,high,0.07692305437284606,0.0005754593414376458,0.02234705328466212
SM_100624,X,image,Technology,en,US,2024-03-30 00:00:00,#tech #ai #news #viral,5034636,186468,21452,36599,0.0486,-0.846,1,This is a amazing and exciting Technology post on X in image format,Positive,high,0.03703702968059067,0.004260883158011194,0.0072694416697767885
SM_100625,Instagram,text,Technology,en,UK,2024-02-18 00:00:00,#ai #funny #fyp #music,3923538,206502,33214,87961,0.0835,-0.389,1,This is a amazing and exciting Technology post on Instagram in text format,Positive,high,0.052631565533055744,0.008465316643978815,0.022418790790661187
SM_100626,TikTok,carousel,Education,hi,Brazil,2024-03-14 00:00:00,#music #viral #tech,2575800,103032,6375,9529,0.0462,-0.183,1,This is a amazing and exciting Education post on TikTok in carousel format,Positive,high,0.03999998447085004,0.0024749582751151973,0.0036994317495800334
SM_100627,YouTube Shorts,text,Education,ur,India,2024-12-11 00:00:00,#trending #tech #viral #music #funny,6423920,401495,48786,55268,0.0787,-0.534,1,This is a amazing and exciting Education post on YouTube Shorts in text format,Positive,high,0.06249999027073963,0.007594427141927804,0.008603468193335503
SM_100628,Instagram,text,Sports,fr,Pakistan,2024-06-12 00:00:00,#trending #funny #news #tech,1679532,98796,44903,50940,0.1159,0.798,0,This is a amazing and exciting Sports post on Instagram in text format,Positive,high,0.05882349438802334,0.026735407997342118,0.030329859550244025
SM_100629,TikTok,carousel,Education,fr,Pakistan,2024-09-27 00:00:00,#viral #ai #fyp,1360530,50390,21130,72955,0.1062,-0.662,0,This is a amazing and exciting Education post on TikTok in carousel format,Positive,high,0.037037009814550347,0.015530700880759057,0.05362244594206233
SM_100630,YouTube Shorts,video,Education,hi,US,2024-02-27 00:00:00,#viral #news #trending #music,4766130,476613,15228,72238,0.1184,-0.547,1,This is a amazing and exciting Education post on YouTube Shorts in video format,Positive,high,0.09999997901862118,0.0031950443661745765,0.015156528429453576
SM_100631,Instagram,video,Entertainment,ur,India,2024-08-17 00:00:00,#viral #tech #music #fyp,606312,86616,9036,15038,0.1826,-0.174,0,This is a amazing and exciting Entertainment post on Instagram in video format,Positive,high,0.1428569072409795,0.01490319356503984,0.024802371052575156
SM_100632,YouTube Shorts,image,Education,es,Brazil,2024-12-03 00:00:00,#tech #fyp #music #news #viral,11159856,464994,12114,22011,0.0447,-0.964,1,This is a amazing and exciting Education post on YouTube Shorts in image format,Positive,high,0.04166666293304654,0.0010854977801238851,0.0019723371007352515
SM_100633,X,image,Politics,fr,US,2024-08-10 00:00:00,#viral #news,2462830,246283,23388,61710,0.1346,-0.44,1,This is a amazing and exciting Politics post on X in image format,Positive,high,0.09999995939632074,0.00949638850574806,0.02505653047245223
SM_100634,X,text,Technology,fr,US,2024-01-11 00:00:00,#fyp #trending #ai #funny,5050710,280595,4093,53331,0.0669,0.822,1,This is a amazing and exciting Technology post on X in text format,Positive,high,0.055555544556004095,0.0008103809542854461,0.010559107420717598
SM_100635,YouTube Shorts,carousel,Sports,en,Pakistan,2024-05-31 00:00:00,#funny #ai,5738808,239117,21783,24265,0.0497,0.964,1,This is a amazing and exciting Sports post on YouTube Shorts in carousel format,Positive,high,0.04166665940615901,0.0037957353172060615,0.004228229237111743
SM_100636,X,text,Politics,hi,US,2024-10-10 00:00:00,#news #funny #trending,768555,28465,7235,48201,0.1092,0.065,0,This is a amazing and exciting Politics post on X in text format,Positive,high,0.03703698884661625,0.009413757748296806,0.06271631475129984
SM_100637,YouTube Shorts,video,Politics,en,US,2024-04-26 00:00:00,#news #tech #ai #music,8521350,340854,4498,50086,0.0464,0.081,1,This is a amazing and exciting Politics post on YouTube Shorts in video format,Positive,high,0.03999999530590865,0.0005278505720513097,0.005877706481049777
SM_100638,YouTube Shorts,video,Entertainment,fr,US,2024-03-17 00:00:00,#viral #trending #funny #fyp #music,5524623,424971,43477,49438,0.0937,-0.975,1,This is a amazing and exciting Entertainment post on YouTube Shorts in video format,Positive,high,0.07692306299940051,0.007869675836762827,0.008948663293646771
SM_100639,YouTube Shorts,image,Entertainment,ur,UK,2024-06-16 00:00:00,#funny #ai #music #news,1159125,77275,47197,46734,0.1477,-0.852,0,This is a amazing and exciting Entertainment post on YouTube Shorts in image format,Positive,high,0.06666660915206803,0.04071774768230546,0.04031830879472982
SM_100640,YouTube Shorts,image,Technology,fr,US,2024-02-10 00:00:00,#news #ai,1851356,142412,32703,92494,0.1445,-0.904,0,This is a amazing and exciting Technology post on YouTube Shorts in image format,Positive,high,0.07692303537351251,0.017664340265005615,0.04996011034068524
SM_100641,Instagram,text,Education,fr,US,2024-07-23 00:00:00,#news #music #ai #funny,4869054,270503,14854,81769,0.0754,-0.319,1,This is a amazing and exciting Education post on Instagram in text format,Positive,high,0.0555555441456299,0.0030506946419787823,0.01679360779453097
SM_100642,Instagram,image,Technology,hi,UK,2024-10-03 00:00:00,#tech #music #trending,1263900,63195,5379,86711,0.1229,-0.521,0,This is a amazing and exciting Technology post on Instagram in image format,Positive,high,0.04999996043993952,0.0042558713063760535,0.06860584808462056
SM_100643,X,video,Politics,es,UK,2024-01-10 00:00:00,#funny #trending #tech #music #viral,680652,97236,9890,59660,0.245,-0.464,0,This is a amazing and exciting Politics post on X in video format,Positive,high,0.14285693297465815,0.014530164415642038,0.08765112325957573
SM_100644,X,video,Entertainment,en,Brazil,2024-07-13 00:00:00,#viral #news #fyp #music,10562025,422481,1497,95999,0.0492,-0.873,1,This is a amazing and exciting Entertainment post on X in video format,Positive,high,0.0399999962128478,0.0001417341710766476,0.009089070600659381
SM_100645,X,image,Lifestyle,hi,Brazil,2024-01-28 00:00:00,#funny #music #ai,5134192,320887,44905,42947,0.0796,-0.77,1,This is a amazing and exciting Lifestyle post on X in image format,Positive,high,0.062499987826713954,0.008746262557718418,0.008364897852496
SM_100646,TikTok,image,Entertainment,en,UK,2024-09-24 00:00:00,#music #ai #funny #fyp,5991648,460896,7373,85437,0.0924,0.338,1,This is a amazing and exciting Entertainment post on TikTok in image format,Positive,high,0.07692306408469521,0.0012305460483416168,0.014259346633956695
SM_100647,TikTok,image,Education,hi,Pakistan,2024-05-20 00:00:00,#funny #ai,1357060,271412,20966,49880,0.2522,-0.95,0,This is a amazing and exciting Education post on TikTok in image format,Positive,high,0.19999985262268977,0.015449563431562768,0.0367559011717233
SM_100648,Instagram,text,Sports,fr,India,2024-12-24 00:00:00,#fyp #tech #ai #funny,7871392,491962,32179,99752,0.0793,0.821,1,This is a amazing and exciting Sports post on Instagram in text format,Positive,high,0.06249999205985522,0.00408809469937532,0.012672725145345938
SM_100649,YouTube Shorts,image,Technology,hi,Brazil,2024-05-31 00:00:00,#tech #viral #trending #news,8018328,334097,49683,26650,0.0512,-0.113,1,This is a amazing and exciting Technology post on YouTube Shorts in image format,Positive,high,0.041666661470239,0.006196178779892918,0.0033236351364480054
SM_100650,Instagram,video,Entertainment,ur,US,2024-07-26 00:00:00,#music #viral #ai,1457390,145739,14873,89907,0.1719,0.183,0,This is a amazing and exciting Entertainment post on Instagram in video format,Positive,high,0.09999993138423388,0.010205222894885449,0.061690376844649106
SM_100651,Instagram,carousel,Technology,fr,UK,2024-01-07 00:00:00,#viral #ai #music #news,3742706,340246,28808,18231,0.1035,-0.737,1,This is a amazing and exciting Technology post on Instagram in carousel format,Positive,high,0.09090906661942813,0.007697102658583747,0.0048710732632824315
SM_100652,X,carousel,Entertainment,hi,India,2024-08-03 00:00:00,#music #ai #trending #tech,3914199,230247,21914,30796,0.0723,0.942,1,This is a amazing and exciting Entertainment post on X in carousel format,Positive,high,0.05882351438352665,0.005598589750140514,0.007867763527668489
SM_100653,Instagram,carousel,Education,ur,Brazil,2024-07-17 00:00:00,#news #ai #fyp #music #viral,11876949,439887,198,17570,0.0385,0.968,1,This is a amazing and exciting Education post on Instagram in carousel format,Positive,high,0.03703703391864073,1.6670946665600176e-05,0.0014793360248211874
SM_100654,X,image,Entertainment,hi,US,2024-08-09 00:00:00,#funny #trending #ai #viral,1634990,163499,42075,85926,0.1783,0.783,0,This is a amazing and exciting Entertainment post on X in image format,Positive,high,0.09999993883758382,0.025734086609651062,0.0525544177307398
SM_100655,YouTube Shorts,text,Sports,fr,Brazil,2024-07-07 00:00:00,#fyp #funny #viral #music,7795536,487221,26517,6717,0.0668,0.208,1,This is a amazing and exciting Sports post on YouTube Shorts in text format,Positive,high,0.06249999198259209,0.0034015616884378844,0.0008616468628139408
SM_100656,Instagram,image,Sports,hi,US,2024-10-01 00:00:00,#news #viral,1897700,135550,40588,85372,0.1378,0.943,0,This is a amazing and exciting Sports post on Instagram in image format,Positive,high,0.07142853378904264,0.02138798472467475,0.04498706592872112
SM_100657,YouTube Shorts,text,Entertainment,en,India,2024-05-30 00:00:00,#tech #trending #viral #news #ai,1449280,207040,42609,68337,0.2194,-0.608,0,This is a amazing and exciting Entertainment post on YouTube Shorts in text format,Positive,high,0.14285704428609772,0.029400095633627985,0.047152346577371815
SM_100658,X,carousel,Education,fr,US,2024-09-18 00:00:00,#trending #viral #fyp,6423696,267654,17844,56045,0.0532,-0.586,1,This is a amazing and exciting Education post on X in carousel format,Positive,high,0.04166666018026691,0.0027778396147888048,0.008724726586574678
SM_100659,Instagram,text,Politics,fr,Brazil,2024-03-22 00:00:00,#ai #music #tech #trending,8402352,400112,21185,54246,0.0566,-0.985,1,This is a amazing and exciting Politics post on Instagram in text format,Positive,high,0.04761904195170091,0.002521317540455632,0.006456048680649337
SM_100660,YouTube Shorts,carousel,Politics,ur,India,2024-10-25 00:00:00,#music #tech,7699224,320801,17548,37419,0.0488,-0.784,1,This is a amazing and exciting Politics post on YouTube Shorts in carousel format,Positive,high,0.04166666125486656,0.00227919043799863,0.00486009955547474
SM_100661,YouTube Shorts,video,Technology,en,Brazil,2024-09-24 00:00:00,#funny #viral,12407925,496317,30507,16725,0.0438,0.144,1,This is a amazing and exciting Technology post on YouTube Shorts in video format,Positive,high,0.03999999677625415,0.0024586703692462382,0.001347928735229401
SM_100662,Instagram,carousel,Entertainment,hi,UK,2024-07-19 00:00:00,#trending #fyp #music,10553946,405921,31342,5483,0.042,0.864,1,This is a amazing and exciting Entertainment post on Instagram in carousel format,Positive,high,0.03846153481725841,0.0029696946554687077,0.0005195212748367981
SM_100663,Instagram,text,Entertainment,es,Brazil,2024-11-08 00:00:00,#fyp #music #tech,2367612,182124,5468,70449,0.109,0.636,1,This is a amazing and exciting Entertainment post on Instagram in text format,Positive,high,0.07692304443335968,0.0023094990608684782,0.029755285175406623
SM_100664,TikTok,video,Sports,fr,US,2024-06-16 00:00:00,#trending #tech,4977192,452472,35639,44603,0.107,0.15,1,This is a amazing and exciting Sports post on TikTok in video format,Positive,high,0.09090907264395814,0.0071604617301358415,0.008961476880643367
SM_100665,TikTok,text,Technology,hi,India,2024-05-12 00:00:00,#fyp #funny #music #news #tech,332310,22154,4497,22208,0.147,-0.91,0,This is a amazing and exciting Technology post on TikTok in text format,Positive,high,0.06666646605137957,0.01353250419035181,0.06682896443391882
SM_100666,TikTok,carousel,Sports,en,UK,2024-04-13 00:00:00,#trending #ai #viral #tech #fyp,2746044,152558,17745,59519,0.0837,-0.67,1,This is a amazing and exciting Sports post on TikTok in carousel format,Positive,high,0.05555553532443933,0.006462020833598867,0.021674444519299573
SM_100667,Instagram,video,Politics,fr,India,2024-02-01 00:00:00,#trending #music #ai #viral #fyp,5250180,437515,8215,44364,0.0933,0.815,1,This is a amazing and exciting Politics post on Instagram in video format,Positive,high,0.08333331746086468,0.0015647079595922503,0.008449994390669579
SM_100668,TikTok,video,Lifestyle,en,US,2024-02-18 00:00:00,#trending #music #news,3729120,186456,42097,72125,0.0806,-0.407,1,This is a amazing and exciting Lifestyle post on TikTok in video format,Positive,high,0.04999998659201458,0.011288719245098241,0.019341018969349612
SM_100669,Instagram,video,Entertainment,en,US,2024-06-14 00:00:00,#fyp #trending #funny,1757349,195261,33760,3322,0.1322,-0.997,0,This is a amazing and exciting Entertainment post on Instagram in video format,Positive,high,0.11111104788459897,0.01921074344894301,0.0018903462599937405
SM_100670,Instagram,text,Entertainment,hi,US,2024-11-01 00:00:00,#fyp #trending #music,3567518,209854,13659,52894,0.0775,0.659,1,This is a amazing and exciting Entertainment post on Instagram in text format,Positive,high,0.05882351292312669,0.0038287112135912942,0.014826550328113178
SM_100671,TikTok,text,Lifestyle,es,UK,2024-12-30 00:00:00,#viral #fyp #ai,2968504,134932,22195,67412,0.0756,-0.487,1,This is a amazing and exciting Lifestyle post on TikTok in text format,Positive,high,0.045454530142277,0.007476827561348221,0.022709074096220153
SM_100672,Instagram,image,Politics,en,UK,2024-07-10 00:00:00,#fyp #tech #music #viral,306488,38311,17378,3745,0.1939,-0.262,0,This is a amazing and exciting Politics post on Instagram in image format,Positive,high,0.12499959215502024,0.056700240465400065,0.012219035593447072
SM_100673,TikTok,video,Lifestyle,es,US,2024-04-12 00:00:00,#funny #ai,2749320,229110,34547,10652,0.0998,0.502,1,This is a amazing and exciting Lifestyle post on TikTok in video format,Positive,high,0.08333330302281909,0.012565648027276553,0.003874411172795028
SM_100674,YouTube Shorts,carousel,Entertainment,fr,Pakistan,2024-05-06 00:00:00,#funny #news #trending #ai,8380188,364356,16720,44410,0.0508,-0.29,1,This is a amazing and exciting Entertainment post on YouTube Shorts in carousel format,Positive,high,0.04347825568134561,0.0019951817315814716,0.005299403151885954
SM_100675,X,image,Technology,fr,UK,2024-02-15 00:00:00,#trending #fyp,4206722,323594,5894,36637,0.087,0.293,1,This is a amazing and exciting Technology post on X in image format,Positive,high,0.07692305863732887,0.0014010905876141596,0.008709154370278242
SM_100676,X,image,Education,ur,US,2024-03-27 00:00:00,#funny #viral,9414372,427926,10063,74638,0.0545,-0.722,1,This is a amazing and exciting Education post on X in image format,Positive,high,0.045454540626338046,0.001068897525092749,0.00792809037840332
SM_100677,Instagram,text,Sports,es,UK,2024-01-03 00:00:00,#viral #news #funny,450100,64300,40317,46620,0.336,0.448,0,This is a amazing and exciting Sports post on Instagram in text format,Positive,high,0.1428568254680616,0.08957322911968647,0.10357675277326645
SM_100678,TikTok,image,Sports,fr,US,2024-01-01 00:00:00,#viral #fyp,3223020,322302,11782,99933,0.1347,0.658,1,This is a amazing and exciting Sports post on TikTok in image format,Positive,high,0.09999996897320867,0.0036555765537984396,0.03100600337385329
SM_100679,TikTok,video,Education,hi,Brazil,2024-04-08 00:00:00,#ai #music #news #funny #fyp,4718805,224705,6444,22786,0.0538,0.39,1,This is a amazing and exciting Education post on TikTok in video format,Positive,high,0.04761903752771358,0.0013655996877176132,0.004828763886457719
SM_100680,YouTube Shorts,video,Technology,es,India,2024-04-08 00:00:00,#tech #trending #viral,2553525,94575,2287,34625,0.0515,0.154,1,This is a amazing and exciting Technology post on YouTube Shorts in video format,Positive,high,0.0370370225327645,0.0008956243249530258,0.013559681789024275
SM_100681,YouTube Shorts,carousel,Politics,es,Brazil,2024-11-09 00:00:00,#ai #music #viral #funny #fyp,3420417,162877,38249,74965,0.0807,-0.568,1,This is a amazing and exciting Politics post on YouTube Shorts in carousel format,Positive,high,0.04761903369705106,0.011182551372376125,0.021916911909597013
SM_100682,YouTube Shorts,image,Politics,es,UK,2024-09-25 00:00:00,#ai #tech #viral,6859660,236540,7451,50584,0.0429,-0.865,1,This is a amazing and exciting Politics post on YouTube Shorts in image format,Positive,high,0.03448275359380004,0.001086205280406714,0.007374125339430039
SM_100683,YouTube Shorts,image,Technology,fr,UK,2024-06-12 00:00:00,#music #trending,6000720,272760,13754,17515,0.0507,-0.192,1,This is a amazing and exciting Technology post on YouTube Shorts in image format,Positive,high,0.04545453787969812,0.002292057904375158,0.002918815922286672
SM_100684,YouTube Shorts,carousel,Education,ur,India,2024-03-12 00:00:00,#funny #trending #viral,4295840,429584,24955,36789,0.1144,0.578,1,This is a amazing and exciting Education post on YouTube Shorts in carousel format,Positive,high,0.09999997672167103,0.005809106994416227,0.00856386444470361
SM_100685,YouTube Shorts,video,Education,fr,Pakistan,2024-10-01 00:00:00,#ai #music #trending #news #viral,252889,36127,28016,42850,0.4231,-0.1,0,This is a amazing and exciting Education post on YouTube Shorts in video format,Positive,high,0.1428565779587963,0.11078334453715054,0.16944125904543478
SM_100686,Instagram,image,Sports,en,Pakistan,2024-11-07 00:00:00,#funny #tech #fyp #music #viral,4956309,183567,39763,54313,0.056,-0.362,1,This is a amazing and exciting Sports post on Instagram in image format,Positive,high,0.03703702956433314,0.00802270237333823,0.01095835409810928
SM_100687,TikTok,text,Lifestyle,ur,UK,2024-11-14 00:00:00,#tech #fyp #music #news #trending,5661351,195219,47780,75770,0.0563,-0.945,1,This is a amazing and exciting Lifestyle post on TikTok in text format,Positive,high,0.0344827525297844,0.008439680132943508,0.013383728833677892
SM_100688,YouTube Shorts,video,Entertainment,es,India,2024-09-17 00:00:00,#ai #tech #news,770874,128479,20389,45735,0.2524,-0.666,0,This is a amazing and exciting Entertainment post on YouTube Shorts in video format,Positive,high,0.16666645046213718,0.026449164910004864,0.05932868493594941
SM_100689,YouTube Shorts,carousel,Technology,fr,Pakistan,2024-04-17 00:00:00,#tech #ai #viral,4230216,470024,16395,68804,0.1313,0.78,1,This is a amazing and exciting Technology post on YouTube Shorts in carousel format,Positive,high,0.11111108484505641,0.003875687701127389,0.016264886647658974
SM_100690,Instagram,image,Sports,fr,India,2024-07-16 00:00:00,#ai #music,5164604,224548,18995,44180,0.0557,-0.949,1,This is a amazing and exciting Sports post on Instagram in image format,Positive,high,0.0434782524510587,0.003677919221315086,0.008554381215988444
SM_100691,TikTok,image,Education,en,UK,2024-01-02 00:00:00,#ai #tech #music #fyp #viral,2118361,302623,17302,2012,0.152,-0.319,1,This is a amazing and exciting Education post on TikTok in image format,Positive,high,0.14285707541959305,0.008167631405774839,0.0009497904513015245
SM_100692,X,video,Entertainment,fr,India,2024-06-12 00:00:00,#tech #viral #ai #fyp #music,3648990,243266,11743,94334,0.0957,-0.378,1,This is a amazing and exciting Entertainment post on X in video format,Positive,high,0.06666664839677598,0.0032181498940392016,0.025852078012798606
SM_100693,TikTok,text,Education,en,India,2024-09-29 00:00:00,#ai #music #viral #funny,2412498,402083,22857,79240,0.209,0.683,1,This is a amazing and exciting Education post on TikTok in text format,Positive,high,0.16666659758200936,0.009474408072293501,0.03284560946968268
SM_100694,X,text,Politics,hi,Brazil,2024-04-19 00:00:00,#fyp #trending,733400,91675,48618,95041,0.3209,-0.665,0,This is a amazing and exciting Politics post on X in text format,Positive,high,0.1249998295611814,0.06629115586152733,0.12958940606844005
